Dataset,k,L,K,T,RATIO,RECALL,AVG_TIME,COST,DATE
audio,60,2,18,24,1.00014,0.994,0.35706,0.0256239,1324.62,
audio,70,2,18,24,1.00015,0.993714,0.36051,0.026472,1324.62,
audio,80,2,18,24,1.00016,0.993875,0.39142,0.0272997,1324.62,
audio,90,2,18,24,1.00016,0.993444,0.39596,0.0281752,1324.62,
audio,100,2,18,24,1.00016,0.9933,0.34042,0.0290463,1324.62,
audio,100,2,18,24,1.00027,0.9902,0.42157,0.0247257,1324.62,
audio,1,2,18,24,1,1,0.24489,0.0203368,1324.62,
audio,10,2,18,24,1.00005,0.999,0.32622,0.021153,1324.62,
audio,20,2,18,24,1.00005,0.9975,0.27814,0.0220682,1324.62,
audio,30,2,18,24,1.00005,0.996667,0.29425,0.0229893,1324.62,
audio,40,2,18,24,1.00008,0.99625,0.31699,0.0238923,1324.62,
audio,50,2,18,24,1.00009,0.9954,0.2965,0.0247653,1324.62,
audio,60,2,18,24,1.0001,0.995667,0.3009,0.0256475,1324.62,
audio,70,2,18,24,1.00011,0.995429,0.37028,0.0265176,1324.62,
audio,80,2,18,24,1.00012,0.99475,0.32659,0.0273403,1324.62,
audio,90,2,18,24,1.00014,0.993444,0.34829,0.0281879,1324.62,
audio,100,2,18,24,1.00015,0.9938,0.35296,0.0290677,1324.62,
audio,100,2,18,24,1.00019,0.9911,0.3056,0.0247653,1324.62,
audio,50,2,18,24,1.00012,0.9944,0.33877,0.0247386,1324.62,
audio,1,2,18,24,1,1,0.28633,0.0203006,1324.62,
audio,10,2,18,24,1.00004,0.998,0.37451,0.0211296,1324.62,
audio,20,2,18,24,1.00007,0.9955,0.31834,0.0220319,1324.62,
audio,30,2,18,24,1.00011,0.995667,0.29028,0.0229609,1324.62,
audio,40,2,18,24,1.0001,0.9965,0.33622,0.0238502,1324.62,
audio,50,2,18,24,1.00011,0.9958,0.34047,0.0247329,1324.62,
audio,60,2,18,24,1.00012,0.995667,0.29857,0.0256194,1324.62,
audio,70,2,18,24,1.00013,0.995143,0.34875,0.0264916,1324.62,
audio,80,2,18,24,1.00011,0.995375,0.37714,0.0273147,1324.62,
audio,90,2,18,24,1.0001,0.994778,0.35315,0.0282145,1324.62,
audio,100,2,18,24,1.0001,0.9953,0.40305,0.0290762,1324.62,
audio,100,2,18,24,1.0002,0.9916,0.31293,0.0247329,1324.62,
audio,1,2,18,24,1,1,0.27288,0.0203802,1324.62,
audio,10,2,18,24,1.00006,0.998,0.29326,0.0212234,1324.62,
audio,20,2,18,24,1.0001,0.995,0.32156,0.0221404,1324.62,
audio,30,2,18,24,1.0001,0.995,0.30273,0.02305,1324.62,
audio,40,2,18,24,1.00011,0.996,0.3294,0.0239458,1324.62,
audio,50,2,18,24,1.00012,0.9954,0.37765,0.0248058,1324.62,
audio,60,2,18,24,1.00012,0.9955,0.36647,0.0256711,1324.62,
audio,70,2,18,24,1.00014,0.994857,0.36497,0.0265401,1324.62,
audio,80,2,18,24,1.00014,0.995375,0.37645,0.027389,1324.62,
audio,90,2,18,24,1.00013,0.994889,0.37793,0.0282726,1324.62,
audio,100,2,18,24,1.00014,0.9949,0.36007,0.0291347,1324.62,
audio,100,2,18,24,1.00022,0.992,0.33259,0.0248058,1324.62,
audio,1,2,18,24,1,1,0.26769,0.0203228,1324.62,
audio,10,2,18,24,1.00004,0.999,0.26191,0.0211543,1324.62,
audio,20,2,18,24,1.00006,0.996,0.27583,0.0220488,1324.62,
audio,30,2,18,24,1.00009,0.995667,0.31787,0.0229808,1324.62,
audio,40,2,18,24,1.00008,0.9955,0.29474,0.0238827,1324.62,
audio,50,2,18,24,1.00011,0.9946,0.32115,0.0247681,1324.62,
audio,60,2,18,24,1.00011,0.995333,0.32955,0.0256279,1324.62,
audio,70,2,18,24,1.00011,0.995143,0.32652,0.0265086,1324.62,
audio,80,2,18,24,1.00011,0.995375,0.32931,0.0273839,1324.62,
audio,90,2,18,24,1.00013,0.994444,0.33637,0.0282553,1324.62,
audio,100,2,18,24,1.00014,0.9943,0.36674,0.0291435,1324.62,
audio,100,2,18,24,1.00023,0.9901,0.30507,0.0247681,1324.62,
audio,50,2,18,24,1.00011,0.9952,0.32849,0.0248148,1324.62,
audio,1,2,18,24,1,1,0.28353,0.0203813,1324.62,
audio,10,2,18,24,1.00005,0.998,0.27148,0.0211979,1324.62,
audio,20,2,18,24,1.00005,0.998,0.29435,0.0221234,1324.62,
audio,30,2,18,24,1.00007,0.997,0.31061,0.0230288,1324.62,
audio,40,2,18,24,1.00009,0.9955,0.34313,0.0238904,1324.62,
audio,50,2,18,24,1.00009,0.9954,0.32918,0.0247744,1324.62,
audio,60,2,18,24,1.00009,0.996833,0.35608,0.0256394,1324.62,
audio,70,2,18,24,1.0001,0.995714,0.38491,0.0265322,1324.62,
audio,80,2,18,24,1.00009,0.996,0.3777,0.027394,1324.62,
audio,90,2,18,24,1.0001,0.995444,0.39562,0.02824,1324.62,
audio,100,2,18,24,1.00011,0.9953,0.39003,0.0291267,1324.62,
audio,100,2,18,24,1.00019,0.9914,0.33359,0.0247744,1324.62,
audio,1,2,18,24,1,1,0.2484,0.0203147,1324.62,
audio,10,2,18,24,1.00005,0.999,0.31955,0.021142,1324.62,
audio,20,2,18,24,1.00007,0.996,0.27933,0.0220394,1324.62,
audio,30,2,18,24,1.00009,0.995,0.30183,0.0229596,1324.62,
audio,40,2,18,24,1.00012,0.994,0.2763,0.0238616,1324.62,
audio,50,2,18,24,1.00013,0.994,0.46404,0.0247257,1324.62,
audio,60,2,18,24,1.00013,0.994833,0.33569,0.0256048,1324.62,
audio,70,2,18,24,1.00014,0.994143,0.35477,0.0264923,1324.62,
audio,80,2,18,24,1.00014,0.994375,0.38995,0.027323,1324.62,
audio,90,2,18,24,1.00013,0.994111,0.39353,0.0281678,1324.62,
audio,100,2,18,24,1.00012,0.9943,0.3766,0.0290522,1324.62,
audio,100,2,18,24,1.00022,0.9909,0.33168,0.0247257,1324.62,
audio,1,2,18,24,1,1,0.2655,0.0204257,1324.62,
audio,10,2,18,24,1.00003,0.998,0.28366,0.021254,1324.62,
audio,20,2,18,24,1.00006,0.996,0.29125,0.0221752,1324.62,
audio,30,2,18,24,1.00008,0.996667,0.31071,0.0231098,1324.62,
audio,40,2,18,24,1.0001,0.995,0.28895,0.0239921,1324.62,
audio,50,2,18,24,1.00012,0.9944,0.29495,0.0248611,1324.62,
audio,60,2,18,24,1.00014,0.994667,0.30891,0.0257434,1324.62,
audio,70,2,18,24,1.00014,0.995143,0.32814,0.0265752,1324.62,
audio,80,2,18,24,1.00015,0.994375,0.32542,0.027433,1324.62,
audio,90,2,18,24,1.00016,0.993667,0.32239,0.0283282,1324.62,
audio,100,2,18,24,1.00016,0.9942,0.35093,0.0291867,1324.62,
audio,100,2,18,24,1.00023,0.991,0.30348,0.0248611,1324.62,
audio,50,2,18,24,1.00012,0.9938,0.28607,0.0247864,1324.62,
audio,1,2,18,24,1,1,0.29386,0.0203104,1324.62,
audio,10,2,18,24,1.00005,0.999,0.28274,0.02118,1324.62,
audio,20,2,18,24,1.00006,0.996,0.2958,0.0221142,1324.62,
audio,30,2,18,24,1.0001,0.995333,0.32925,0.0230314,1324.62,
audio,40,2,18,24,1.00013,0.99475,0.35417,0.0239067,1324.62,
audio,50,2,18,24,1.00014,0.994,0.3441,0.0247834,1324.62,
audio,60,2,18,24,1.00016,0.994333,0.36036,0.0256639,1324.62,
audio,70,2,18,24,1.00015,0.994857,0.33402,0.0265383,1324.62,
audio,80,2,18,24,1.00016,0.9945,0.38359,0.0273874,1324.62,
audio,90,2,18,24,1.00017,0.993444,0.37039,0.0282723,1324.62,
audio,100,2,18,24,1.00018,0.9939,0.35181,0.0291446,1324.62,
audio,100,2,18,24,1.00024,0.9909,0.3472,0.0247834,1324.62,
audio,1,2,18,24,1,1,0.27238,0.0203636,1324.76,
audio,10,2,18,24,1.00006,0.997,0.2633,0.0211429,1324.76,
audio,20,2,18,24,1.00009,0.996,0.29944,0.0220606,1324.76,
audio,30,2,18,24,1.00011,0.995667,0.28559,0.0230027,1324.76,
audio,40,2,18,24,1.00009,0.99575,0.33113,0.0238972,1324.76,
audio,50,2,18,24,1.00011,0.9942,0.34054,0.0247665,1324.76,
audio,60,2,18,24,1.00013,0.994667,0.33362,0.0256482,1324.76,
audio,70,2,18,24,1.00014,0.994286,0.29184,0.0265019,1324.76,
audio,80,2,18,24,1.00014,0.99425,0.35694,0.0273656,1324.76,
audio,90,2,18,24,1.00014,0.993889,0.34871,0.0282488,1324.76,
audio,100,2,18,24,1.00013,0.9945,0.37321,0.0291134,1324.76,
audio,100,2,18,24,1.00022,0.9911,0.32698,0.0247665,1324.76,
audio,1,2,18,24,1,1,0.30913,0.0203992,1324.76,
audio,10,2,18,24,1.00004,0.999,0.34249,0.0212294,1324.76,
audio,20,2,18,24,1.00007,0.9945,0.35062,0.0221424,1324.76,
audio,30,2,18,24,1.00012,0.994,0.29432,0.0230526,1324.76,
audio,40,2,18,24,1.00014,0.99375,0.3347,0.02395,1324.76,
audio,50,2,18,24,1.00016,0.9926,0.30962,0.024827,1324.76,
audio,60,2,18,24,1.00015,0.9945,0.36398,0.0256929,1324.76,
audio,70,2,18,24,1.00015,0.994,0.42281,0.0265888,1324.76,
audio,80,2,18,24,1.00015,0.993875,0.45242,0.0274066,1324.76,
audio,90,2,18,24,1.00016,0.993444,0.39454,0.0282636,1324.76,
audio,100,2,18,24,1.00016,0.9936,0.44268,0.0290804,1324.76,
audio,100,2,18,24,1.00026,0.9903,0.34075,0.024827,1324.76,
audio,50,2,18,24,1.00016,0.9928,0.36986,0.0247624,1324.76,
audio,1,2,18,24,1,1,0.27296,0.0204379,1324.76,
audio,10,2,18,24,1,1,0.3089,0.0212313,1324.76,
audio,20,2,18,24,1.00003,0.996,0.30569,0.0221668,1324.76,
audio,30,2,18,24,1.00009,0.995,0.32349,0.0230947,1324.76,
audio,40,2,18,24,1.00011,0.99525,0.31661,0.0239947,1324.76,
audio,50,2,18,24,1.00015,0.994,0.36035,0.0248192,1324.76,
audio,60,2,18,24,1.00015,0.994333,0.37768,0.0256942,1324.76,
audio,70,2,18,24,1.00014,0.994857,0.37327,0.0265654,1324.76,
audio,80,2,18,24,1.00016,0.99475,0.39381,0.02742,1324.76,
audio,90,2,18,24,1.00014,0.994667,0.41481,0.0282597,1324.76,
audio,100,2,18,24,1.00014,0.9949,0.40252,0.0291312,1324.76,
audio,100,2,18,24,1.00026,0.9909,0.29019,0.0248192,1324.76,
audio,1,2,18,24,1,1,0.27419,0.0204257,1324.76,
audio,10,2,18,24,1.00005,0.999,0.28219,0.0212306,1324.76,
audio,20,2,18,24,1.00007,0.9965,0.28467,0.0221334,1324.76,
audio,30,2,18,24,1.00008,0.997,0.28194,0.0230817,1324.76,
audio,40,2,18,24,1.00006,0.997,0.30569,0.0239832,1324.76,
audio,50,2,18,24,1.00007,0.996,0.32359,0.0248381,1324.76,
audio,60,2,18,24,1.00007,0.996333,0.33911,0.0257316,1324.76,
audio,70,2,18,24,1.00008,0.995857,0.3256,0.0266075,1324.76,
audio,80,2,18,24,1.0001,0.99575,0.3444,0.0274464,1324.76,
audio,90,2,18,24,1.0001,0.995556,0.38029,0.0282734,1324.76,
audio,100,2,18,24,1.00011,0.9955,0.37913,0.0291662,1324.76,
audio,100,2,18,24,1.00015,0.993,0.31342,0.0248381,1324.76,
audio,1,2,18,24,1,1,0.27234,0.0203462,1324.76,
audio,10,2,18,24,1.00006,0.997,0.34323,0.0211748,1324.76,
audio,20,2,18,24,1.00009,0.995,0.28178,0.0220712,1324.76,
audio,30,2,18,24,1.0001,0.995667,0.31272,0.0230081,1324.76,
audio,40,2,18,24,1.0001,0.996,0.38378,0.0239094,1324.76,
audio,50,2,18,24,1.00012,0.9946,0.34291,0.0247707,1324.76,
audio,60,2,18,24,1.00013,0.995,0.33951,0.0256323,1324.76,
audio,70,2,18,24,1.00013,0.995,0.38376,0.0265025,1324.76,
audio,80,2,18,24,1.00014,0.994625,0.4374,0.0273462,1324.76,
audio,90,2,18,24,1.00014,0.993889,0.40234,0.0282114,1324.76,
audio,100,2,18,24,1.00014,0.994,0.40191,0.0290758,1324.76,
audio,100,2,18,24,1.00022,0.9907,0.3369,0.0247707,1324.76,
audio,50,2,18,24,1.00012,0.994,0.30532,0.0247738,1324.76,
audio,1,2,18,24,1,1,0.28684,0.0202956,1324.76,
audio,10,2,18,24,1.00004,0.999,0.28458,0.0210997,1324.76,
audio,20,2,18,24,1.00005,0.9975,0.30883,0.0220154,1324.76,
audio,30,2,18,24,1.00006,0.997,0.29371,0.0229446,1324.76,
audio,40,2,18,24,1.00009,0.9955,0.30021,0.0238605,1324.76,
audio,50,2,18,24,1.00011,0.9954,0.34368,0.0247386,1324.76,
audio,60,2,18,24,1.00011,0.9955,0.33069,0.0255868,1324.76,
audio,70,2,18,24,1.00012,0.995,0.34965,0.0264796,1324.76,
audio,80,2,18,24,1.00013,0.99475,0.36148,0.0273309,1324.76,
audio,90,2,18,24,1.00014,0.994444,0.37385,0.0281914,1324.76,
audio,100,2,18,24,1.00013,0.9946,0.38854,0.0290734,1324.76,
audio,100,2,18,24,1.00021,0.9922,0.33299,0.0247386,1324.76,
audio,1,2,18,24,1,1,0.30888,0.0203274,1324.76,
audio,10,2,18,24,1.00005,0.996,0.3318,0.0211303,1324.76,
audio,20,2,18,24,1.00014,0.9915,0.30178,0.022033,1324.76,
audio,30,2,18,24,1.00018,0.993333,0.29683,0.0229657,1324.76,
audio,40,2,18,24,1.0002,0.9935,0.31845,0.0238576,1324.76,
audio,50,2,18,24,1.00021,0.993,0.31621,0.0247233,1324.76,
audio,60,2,18,24,1.0002,0.993667,0.32974,0.0255842,1324.76,
audio,70,2,18,24,1.00019,0.994,0.3336,0.0264696,1324.76,
audio,80,2,18,24,1.00019,0.994375,0.36342,0.0273298,1324.76,
audio,90,2,18,24,1.00018,0.993889,0.36899,0.0282165,1324.76,
audio,100,2,18,24,1.00017,0.9941,0.38848,0.029107,1324.76,
audio,100,2,18,24,1.00029,0.99,0.28679,0.0247233,1324.76,
audio,1,2,18,24,1,1,0.27903,0.020318,1324.76,
audio,10,2,18,24,1.0001,0.997,0.26201,0.0211427,1324.76,
audio,20,2,18,24,1.0001,0.9965,0.31236,0.0220403,1324.76,
audio,30,2,18,24,1.0001,0.996333,0.30427,0.0229747,1324.76,
audio,40,2,18,24,1.0001,0.99575,0.29578,0.0238854,1324.76,
audio,50,2,18,24,1.00011,0.9952,0.31594,0.024743,1324.76,
audio,60,2,18,24,1.00012,0.995333,0.32507,0.0256285,1324.76,
audio,70,2,18,24,1.00013,0.994857,0.33086,0.0264885,1324.76,
audio,80,2,18,24,1.00014,0.99475,0.40256,0.027332,1324.76,
audio,90,2,18,24,1.00014,0.994111,0.35553,0.0282265,1324.76,
audio,100,2,18,24,1.00015,0.9934,0.35088,0.0291175,1324.76,
audio,100,2,18,24,1.00021,0.9911,0.30082,0.024743,1324.76,
audio,50,2,18,24,1.00013,0.9946,0.33284,0.0247613,1324.76,
audio,1,2,18,24,1,1,0.29196,0.0203741,1324.76,
audio,10,2,18,24,1,1,0.27395,0.0211953,1324.76,
audio,20,2,18,24,1.00002,0.996,0.26475,0.0221114,1324.76,
audio,30,2,18,24,1.00005,0.996667,0.28718,0.0230315,1324.76,
audio,40,2,18,24,1.00008,0.99475,0.30704,0.0239399,1324.76,
audio,50,2,18,24,1.00011,0.9938,0.30976,0.0248008,1324.76,
audio,60,2,18,24,1.00012,0.9945,0.31701,0.0256648,1324.76,
audio,70,2,18,24,1.00013,0.994143,0.33135,0.0265239,1324.76,
audio,80,2,18,24,1.00014,0.994375,0.3434,0.0273698,1324.76,
audio,90,2,18,24,1.00014,0.993556,0.34855,0.0282667,1324.76,
audio,100,2,18,24,1.00014,0.9941,0.35571,0.0291422,1324.76,
audio,100,2,18,24,1.00023,0.9902,0.3033,0.0248008,1324.76,
audio,1,2,18,24,1,1,0.24871,0.0203056,1324.76,
audio,10,2,18,24,1.00007,0.996,0.29312,0.0211054,1324.76,
audio,20,2,18,24,1.00012,0.994,0.29195,0.0220341,1324.76,
audio,30,2,18,24,1.00011,0.994667,0.30024,0.0229647,1324.76,
audio,40,2,18,24,1.00013,0.99475,0.30153,0.0238243,1324.76,
audio,50,2,18,24,1.00014,0.994,0.31482,0.0246973,1324.76,
audio,60,2,18,24,1.00015,0.994667,0.33111,0.0256104,1324.76,
audio,70,2,18,24,1.00015,0.994429,0.33334,0.0264639,1324.76,
audio,80,2,18,24,1.00014,0.995125,0.33486,0.0273254,1324.76,
audio,90,2,18,24,1.00014,0.994778,0.35575,0.0281894,1324.76,
audio,100,2,18,24,1.00013,0.995,0.36139,0.0290354,1324.76,
audio,100,2,18,24,1.00023,0.9911,0.31248,0.0246973,1324.76,
audio,1,2,18,24,1,1,0.25988,0.0203492,1324.76,
audio,10,2,18,24,1.00001,0.999,0.2773,0.0211645,1324.76,
audio,20,2,18,24,1.00002,0.997,0.2824,0.022066,1324.76,
audio,30,2,18,24,1.00005,0.997,0.28976,0.0230188,1324.76,
audio,40,2,18,24,1.00007,0.9965,0.31888,0.0239181,1324.76,
audio,50,2,18,24,1.00009,0.9952,0.31723,0.0247744,1324.76,
audio,60,2,18,24,1.0001,0.9955,0.30243,0.0256331,1324.76,
audio,70,2,18,24,1.00011,0.994857,0.35488,0.0264944,1324.76,
audio,80,2,18,24,1.00012,0.995,0.33842,0.0273957,1324.76,
audio,90,2,18,24,1.00012,0.994556,0.35803,0.0282656,1324.76,
audio,100,2,18,24,1.00012,0.9951,0.36913,0.0291502,1324.76,
audio,100,2,18,24,1.0002,0.9916,0.30573,0.0247744,1324.76,
audio,50,2,18,24,1.00019,0.993,0.3196,0.0247624,1324.76,
audio,1,2,18,24,1,1,0.28501,0.0203165,1324.76,
audio,10,2,18,24,1,1,0.26364,0.0211403,1324.76,
audio,20,2,18,24,1.00002,0.9985,0.33922,0.0220641,1324.76,
audio,30,2,18,24,1.00004,0.997,0.29519,0.0229896,1324.76,
audio,40,2,18,24,1.00007,0.99575,0.29563,0.0238991,1324.76,
audio,50,2,18,24,1.00009,0.9948,0.31609,0.0247696,1324.76,
audio,60,2,18,24,1.0001,0.9945,0.32666,0.0256501,1324.76,
audio,70,2,18,24,1.00012,0.994714,0.33129,0.0265119,1324.76,
audio,80,2,18,24,1.00012,0.994625,0.34433,0.0273621,1324.76,
audio,90,2,18,24,1.00012,0.994556,0.35754,0.0282512,1324.76,
audio,100,2,18,24,1.00013,0.9948,0.3168,0.0291339,1324.76,
audio,100,2,18,24,1.00021,0.9911,0.31303,0.0247696,1324.76,
audio,1,2,18,24,1,1,0.28282,0.0203475,1324.77,
audio,10,2,18,24,1.00002,0.999,0.26926,0.0211538,1324.77,
audio,20,2,18,24,1.00003,0.997,0.3113,0.0220617,1324.77,
audio,30,2,18,24,1.00005,0.996,0.27567,0.0229795,1324.77,
audio,40,2,18,24,1.00008,0.99475,0.31852,0.0238637,1324.77,
audio,50,2,18,24,1.00011,0.9954,0.32725,0.0247426,1324.77,
audio,60,2,18,24,1.00012,0.995,0.35255,0.0255846,1324.77,
audio,70,2,18,24,1.00014,0.994286,0.35115,0.0264717,1324.77,
audio,80,2,18,24,1.00014,0.994375,0.37527,0.0273042,1324.77,
audio,90,2,18,24,1.00015,0.993667,0.36065,0.0281863,1324.77,
audio,100,2,18,24,1.00016,0.994,0.36445,0.0290356,1324.77,
audio,100,2,18,24,1.00022,0.9908,0.29925,0.0247426,1324.77,
audio,1,2,18,24,1.0006,0.99,0.28639,0.0202973,1324.77,
audio,10,2,18,24,1.00022,0.998,0.3093,0.0211423,1324.77,
audio,20,2,18,24,1.00017,0.996,0.30841,0.022052,1324.77,
audio,30,2,18,24,1.00015,0.995667,0.35378,0.0229769,1324.77,
audio,40,2,18,24,1.00016,0.9945,0.31048,0.0238526,1324.77,
audio,50,2,18,24,1.00018,0.9932,0.33204,0.0247454,1324.77,
audio,60,2,18,24,1.00019,0.9935,0.36899,0.0256013,1324.77,
audio,70,2,18,24,1.00019,0.994143,0.35183,0.0264844,1324.77,
audio,80,2,18,24,1.0002,0.993625,0.38125,0.0273422,1324.77,
audio,90,2,18,24,1.0002,0.993111,0.39652,0.02824,1324.77,
audio,100,2,18,24,1.0002,0.9937,0.3683,0.029087,1324.77,
audio,100,2,18,24,1.00028,0.9904,0.27611,0.0247454,1324.77,
audio,50,2,18,24,1.00012,0.9948,0.32028,0.0247851,1324.77,
audio,1,2,18,24,1,1,0.27368,0.0204008,1324.77,
audio,10,2,18,24,1.00004,0.999,0.28191,0.0212176,1324.77,
audio,20,2,18,24,1.00006,0.9965,0.28573,0.0221238,1324.77,
audio,30,2,18,24,1.00009,0.995333,0.2862,0.0230356,1324.77,
audio,40,2,18,24,1.00011,0.99525,0.3153,0.023919,1324.77,
audio,50,2,18,24,1.00012,0.9938,0.32498,0.0247731,1324.77,
audio,60,2,18,24,1.00014,0.9945,0.32468,0.0256556,1324.77,
audio,70,2,18,24,1.00015,0.994143,0.33465,0.0265119,1324.77,
audio,80,2,18,24,1.00014,0.994375,0.35709,0.0273678,1324.77,
audio,90,2,18,24,1.00014,0.994333,0.36506,0.0282579,1324.77,
audio,100,2,18,24,1.00014,0.9939,0.37561,0.0291337,1324.77,
audio,100,2,18,24,1.00022,0.9907,0.28626,0.0247731,1324.77,
audio,1,2,18,24,1,1,0.25998,0.020409,1324.77,
audio,10,2,18,24,1.00001,0.999,0.24668,0.0212259,1324.77,
audio,20,2,18,24,1.00002,0.9975,0.28304,0.0221134,1324.77,
audio,30,2,18,24,1.00002,0.998667,0.28071,0.0230583,1324.77,
audio,40,2,18,24,1.00003,0.99725,0.32964,0.0239231,1324.77,
audio,50,2,18,24,1.00005,0.9958,0.30833,0.024782,1324.77,
audio,60,2,18,24,1.00006,0.996333,0.32052,0.0256645,1324.77,
audio,70,2,18,24,1.00007,0.995429,0.32003,0.0265136,1324.77,
audio,80,2,18,24,1.00009,0.995125,0.33069,0.0273772,1324.77,
audio,90,2,18,24,1.0001,0.995,0.36126,0.0282503,1324.77,
audio,100,2,18,24,1.0001,0.9947,0.35411,0.0291269,1324.77,
audio,100,2,18,24,1.00017,0.9918,0.31027,0.024782,1324.77,
audio,1,2,18,24,1,1,0.27552,0.0203641,1324.77,
audio,10,2,18,24,1.00008,0.997,0.27666,0.0212007,1324.77,
audio,20,2,18,24,1.0001,0.995,0.28493,0.0220856,1324.77,
audio,30,2,18,24,1.00012,0.994667,0.35059,0.0230219,1324.77,
audio,40,2,18,24,1.00011,0.99525,0.32614,0.0239397,1324.77,
audio,50,2,18,24,1.00014,0.9942,0.33654,0.0247969,1324.77,
audio,60,2,18,24,1.00015,0.994167,0.36531,0.0256615,1324.77,
audio,70,2,18,24,1.00016,0.994143,0.37332,0.0265106,1324.77,
audio,80,2,18,24,1.00013,0.994625,0.38452,0.0273914,1324.77,
audio,90,2,18,24,1.00014,0.994111,0.34711,0.0282703,1324.77,
audio,100,2,18,24,1.00014,0.9946,0.35958,0.0291096,1324.77,
audio,100,2,18,24,1.00024,0.9911,0.31351,0.0247969,1324.77,
audio,50,2,18,24,1.00014,0.9932,0.32973,0.0248412,1324.77,
audio,1,2,18,24,1.0006,0.99,0.27154,0.0203159,1324.77,
audio,10,2,18,24,1.00022,0.998,0.26821,0.0211577,1324.77,
audio,20,2,18,24,1.00016,0.996,0.29746,0.0220809,1324.77,
audio,30,2,18,24,1.00014,0.996333,0.29582,0.023005,1324.77,
audio,40,2,18,24,1.00015,0.9955,0.323,0.0238876,1324.77,
audio,50,2,18,24,1.00017,0.9934,0.31625,0.0247524,1324.77,
audio,60,2,18,24,1.00016,0.994167,0.3261,0.0256384,1324.77,
audio,70,2,18,24,1.00015,0.994429,0.33523,0.0265296,1324.77,
audio,80,2,18,24,1.00017,0.993625,0.3973,0.0273804,1324.77,
audio,90,2,18,24,1.00018,0.992889,0.37948,0.0282415,1324.77,
audio,100,2,18,24,1.00017,0.9934,0.35501,0.0290918,1324.77,
audio,100,2,18,24,1.00027,0.9904,0.31374,0.0247524,1324.77,
audio,1,2,18,24,1,1,0.29596,0.0203984,1324.77,
audio,10,2,18,24,1,1,0.30999,0.0212248,1324.77,
audio,20,2,18,24,1.00003,0.996,0.27887,0.0221426,1324.77,
audio,30,2,18,24,1.00006,0.996,0.33113,0.023045,1324.77,
audio,40,2,18,24,1.00009,0.9955,0.3277,0.0239284,1324.77,
audio,50,2,18,24,1.0001,0.9942,0.35117,0.0247805,1324.77,
audio,60,2,18,24,1.00012,0.994333,0.36035,0.0256582,1324.77,
audio,70,2,18,24,1.00012,0.994571,0.36997,0.0265704,1324.77,
audio,80,2,18,24,1.00013,0.994625,0.42161,0.0274103,1324.77,
audio,90,2,18,24,1.00014,0.993667,0.39816,0.0282725,1324.77,
audio,100,2,18,24,1.00014,0.9939,0.37516,0.0291555,1324.77,
audio,100,2,18,24,1.00021,0.9903,0.33515,0.0247805,1324.77,
audio,1,2,18,24,1,1,0.28257,0.0202883,1324.77,
audio,10,2,18,24,1.00004,0.999,0.2529,0.0211089,1324.77,
audio,20,2,18,24,1.00003,0.9965,0.3022,0.0220204,1324.77,
audio,30,2,18,24,1.00004,0.997667,0.30917,0.022959,1324.77,
audio,40,2,18,24,1.00005,0.997,0.30765,0.0238504,1324.77,
audio,50,2,18,24,1.00008,0.9956,0.31362,0.0247412,1324.77,
audio,60,2,18,24,1.0001,0.9955,0.32781,0.0255975,1324.77,
audio,70,2,18,24,1.0001,0.995857,0.3417,0.0264678,1324.77,
audio,80,2,18,24,1.0001,0.996,0.34988,0.0273025,1324.77,
audio,90,2,18,24,1.0001,0.994778,0.37244,0.0281715,1324.77,
audio,100,2,18,24,1.00011,0.9947,0.37646,0.0290381,1324.77,
audio,100,2,18,24,1.00018,0.992,0.2741,0.0247412,1324.77,
audio,50,2,18,24,1.00011,0.9946,0.35032,0.0247452,1324.77,
audio,1,2,18,24,1,1,0.25069,0.0203608,1324.77,
audio,10,2,18,24,1.00006,0.998,0.29707,0.0211663,1324.77,
audio,20,2,18,24,1.00011,0.9955,0.29293,0.0220756,1324.77,
audio,30,2,18,24,1.00013,0.995,0.30182,0.0230068,1324.77,
audio,40,2,18,24,1.00013,0.99575,0.29751,0.0238893,1324.77,
audio,50,2,18,24,1.00014,0.9944,0.31445,0.0247493,1324.77,
audio,60,2,18,24,1.00012,0.995333,0.31667,0.0256072,1324.77,
audio,70,2,18,24,1.00012,0.995,0.36741,0.0265032,1324.77,
audio,80,2,18,24,1.00014,0.99425,0.36133,0.0273259,1324.77,
audio,90,2,18,24,1.00014,0.993889,0.39768,0.0282143,1324.77,
audio,100,2,18,24,1.00014,0.9947,0.40018,0.029092,1324.77,
audio,100,2,18,24,1.00023,0.9906,0.3049,0.0247493,1324.77,
audio,1,2,18,24,1,1,0.31558,0.0203898,1324.77,
audio,10,2,18,24,1,1,0.33245,0.0211936,1324.77,
audio,20,2,18,24,1.00001,0.998,0.30645,0.0220811,1324.77,
audio,30,2,18,24,1.00004,0.997333,0.30479,0.0230061,1324.77,
audio,40,2,18,24,1.00005,0.997,0.33654,0.0238939,1324.77,
audio,50,2,18,24,1.00007,0.9954,0.34634,0.0247657,1324.77,
audio,60,2,18,24,1.00009,0.995,0.3691,0.0256545,1324.77,
audio,70,2,18,24,1.0001,0.994714,0.35136,0.0265008,1324.77,
audio,80,2,18,24,1.00011,0.995125,0.37359,0.0273721,1324.77,
audio,90,2,18,24,1.00012,0.994444,0.3636,0.0282365,1324.77,
audio,100,2,18,24,1.00012,0.9948,0.45686,0.0290896,1324.77,
